Nacionalidad;Pais_de_nacimiento;Periodo;Total
Argentina;España;2017S1;18
Argentina;España;2016S2;30
Argentina;España;2016S1;23
Argentina;España;2015S2;22
Argentina;España;2015S1;27
Argentina;España;2014S2;29
Argentina;España;2014S1;27
Argentina;España;2013S2;23
Argentina;España;2013S1;27
Argentina;España;2012S2;23
Argentina;España;2012S1;25
Argentina;España;2011S2;11
Argentina;España;2011S1;17
Argentina;España;2010S2;13
Argentina;España;2010S1;15
Argentina;España;2009S2;19
Argentina;España;2009S1;27
Argentina;España;2008S2;24
Argentina;España;2008S1;37
Argentina;Extranjero;2022S1;15079
Argentina;Extranjero;2021S2;10130
Argentina;Extranjero;2021S1;5550
Argentina;Extranjero;2020S2;4326
Argentina;Extranjero;2020S1;6388
Argentina;Extranjero;2019S2;9942
Argentina;Extranjero;2019S1;7964
Argentina;Extranjero;2018S2;6273
Argentina;Extranjero;2018S1;4779
Argentina;Extranjero;2017S2;4981
Argentina;Extranjero;2017S1;3757
Argentina;Extranjero;2016S2;3341
Argentina;Extranjero;2016S1;2957
Argentina;Extranjero;2015S2;2526
Argentina;Extranjero;2015S1;2410
Argentina;Extranjero;2014S2;2154
Argentina;Extranjero;2014S1;1963
Argentina;Extranjero;2013S2;1962
Argentina;Extranjero;2013S1;1746
Argentina;Extranjero;2012S2;1618
Argentina;Extranjero;2012S1;1936
Argentina;Extranjero;2011S2;2354
Argentina;Extranjero;2011S1;2539
Argentina;Extranjero;2010S2;2507
Argentina;Extranjero;2010S1;2881
Argentina;Extranjero;2009S2;2938
Argentina;Extranjero;2009S1;3691
Argentina;Extranjero;2008S2;5278
Argentina;Extranjero;2008S1;8023
Bolivia;Total;2022S1;2436
Bolivia;Total;2021S2;1957
Bolivia;Total;2021S1;1676
Bolivia;Total;2020S2;1145
Bolivia;Total;2020S1;1912
Bolivia;Total;2019S2;3058
Bolivia;Total;2019S1;3113
Bolivia;Total;2018S2;2797
Bolivia;Total;2018S1;3277
Bolivia;Total;2017S2;3139
Bolivia;Total;2017S1;3210
Bolivia;Total;2016S2;2850
Bolivia;Total;2016S1;2422
Bolivia;Total;2015S2;2117
Bolivia;Total;2015S1;2167
Bolivia;Total;2014S2;2043
Bolivia;Total;2014S1;2095
Bolivia;Total;2013S2;1809
Bolivia;Total;2013S1;1780
Bolivia;Total;2012S2;1717
Bolivia;Total;2012S1;2154
Bolivia;Total;2011S2;2446
Bolivia;Total;2011S1;2117
Bolivia;Total;2010S2;1758
Bolivia;Total;2010S1;2287
Bolivia;Total;2009S2;2534
Bolivia;Total;2009S1;3337
Bolivia;Total;2008S2;4230
Bolivia;Total;2008S1;6160
Bolivia;España;2022S1;61
Bolivia;España;2021S2;45
Bolivia;España;2021S1;53
Bolivia;España;2020S2;16
Bolivia;España;2020S1;13
Bolivia;España;2019S2;24
Bolivia;España;2019S1;30
Bolivia;España;2018S2;18
Bolivia;España;2018S1;20
Bolivia;España;2017S2;37
Bolivia;España;2017S1;38
Bolivia;España;2016S2;117
Bolivia;España;2016S1;123
Bolivia;España;2015S2;60
Bolivia;España;2015S1;79
Bolivia;España;2014S2;87
Bolivia;España;2014S1;141
Bolivia;España;2013S2;52
Bolivia;España;2013S1;53
Bolivia;España;2012S2;44
Bolivia;España;2012S1;43
Bolivia;España;2011S2;28
Bolivia;España;2011S1;27
Bolivia;España;2010S2;17
Bolivia;España;2010S1;33
Bolivia;España;2009S2;32
Bolivia;España;2009S1;55
Bolivia;España;2008S2;55
Bolivia;España;2008S1;88
Bolivia;Extranjero;2022S1;2375
Bolivia;Extranjero;2021S2;1912
Bolivia;Extranjero;2021S1;1623
Bolivia;Extranjero;2020S2;1129
Bolivia;Extranjero;2020S1;1899
Bolivia;Extranjero;2019S2;3034
Bolivia;Extranjero;2019S1;3083
Bolivia;Extranjero;2018S2;2779
Bolivia;Extranjero;2018S1;3257
Bolivia;Extranjero;2017S2;3102
Bolivia;Extranjero;2017S1;3172
Bolivia;Extranjero;2016S2;2733
Bolivia;Extranjero;2016S1;2300
Bolivia;Extranjero;2015S2;2057
Bolivia;Extranjero;2015S1;2088
Bolivia;Extranjero;2014S2;1957
Bolivia;Extranjero;2014S1;1954
Bolivia;Extranjero;2013S2;1757
Bolivia;Extranjero;2013S1;1727
Bolivia;Extranjero;2012S2;1673
Bolivia;Extranjero;2012S1;2112
Bolivia;Extranjero;2011S2;2418
Bolivia;Extranjero;2011S1;2090
Bolivia;Extranjero;2010S2;1741
Bolivia;Extranjero;2010S1;2253
Bolivia;Extranjero;2009S2;2502
Bolivia;Extranjero;2009S1;3282
Bolivia;Extranjero;2008S2;4175
Bolivia;Extranjero;2008S1;6071
Brasil;Total;2022S1;8492
Brasil;Total;2021S2;4840
Brasil;Total;2021S1;2325
Brasil;Total;2020S2;3565
Brasil;Total;2020S1;5173
Brasil;Total;2019S2;8468
Brasil;Total;2019S1;8077
Brasil;Total;2018S2;8384
Brasil;Total;2018S1;7120
Brasil;Total;2017S2;6625
Brasil;Total;2017S1;5878
Brasil;Total;2016S2;5100
Brasil;Total;2016S1;4615
Brasil;Total;2015S2;3998
Brasil;Total;2015S1;3087
Brasil;Total;2014S2;3147
Brasil;Total;2014S1;2497
Brasil;Total;2013S2;2805
Brasil;Total;2013S1;2271
Brasil;Total;2012S2;3422
Brasil;Total;2012S1;2975
Brasil;Total;2011S2;3844
Brasil;Total;2011S1;4101
Brasil;Total;2010S2;4094
Brasil;Total;2010S1;4597
Brasil;Total;2009S2;4857
Brasil;Total;2009S1;5617
Brasil;Total;2008S2;7784
Brasil;Total;2008S1;12705
Brasil;España;2022S1;24
Brasil;España;2021S2;18
Brasil;España;2021S1;6
Brasil;España;2020S2;9
Brasil;España;2020S1;24
Brasil;España;2019S2;34
Brasil;España;2019S1;29
Brasil;España;2018S2;33
Brasil;España;2018S1;23
Brasil;España;2017S2;37
Brasil;España;2017S1;42
Brasil;España;2016S2;39
Brasil;España;2016S1;43
Brasil;España;2015S2;30
Brasil;España;2015S1;26
Brasil;España;2014S2;32
Brasil;España;2014S1;25
Brasil;España;2013S2;22
Brasil;España;2013S1;37
Brasil;España;2012S2;20
Brasil;España;2012S1;24
Brasil;España;2011S2;15
Brasil;España;2011S1;22
Brasil;España;2010S2;18
Brasil;España;2010S1;28
Brasil;España;2009S2;16
Brasil;España;2009S1;25
Brasil;España;2008S2;23
Brasil;España;2008S1;28
Brasil;Extranjero;2022S1;8468
Brasil;Extranjero;2021S2;4822
Brasil;Extranjero;2021S1;2319
Brasil;Extranjero;2020S2;3556
Brasil;Extranjero;2020S1;5149
Brasil;Extranjero;2019S2;8434
Brasil;Extranjero;2019S1;8048
Brasil;Extranjero;2018S2;8351
Brasil;Extranjero;2018S1;7097
Brasil;Extranjero;2017S2;6588
Brasil;Extranjero;2017S1;5836
Brasil;Extranjero;2016S2;5061
Brasil;Extranjero;2016S1;4572
Brasil;Extranjero;2015S2;3968
Brasil;Extranjero;2015S1;3061
Brasil;Extranjero;2014S2;3115
Brasil;Extranjero;2014S1;2471
Brasil;Extranjero;2013S2;2783
Brasil;Extranjero;2013S1;2235
Brasil;Extranjero;2012S2;3402
Brasil;Extranjero;2012S1;2951
Brasil;Extranjero;2011S2;3829
Brasil;Extranjero;2011S1;4078
Brasil;Extranjero;2010S2;4076
Brasil;Extranjero;2010S1;4569
Brasil;Extranjero;2009S2;4840
Brasil;Extranjero;2009S1;5591
Brasil;Extranjero;2008S2;7761
Brasil;Extranjero;2008S1;12676
Colombia;Total;2022S1;76351
Colombia;Total;2021S2;31914
Colombia;Total;2021S1;7884
Colombia;Total;2020S2;15979
Colombia;Total;2020S1;35429
Colombia;Total;2019S2;42268
Colombia;Total;2019S1;34548
Colombia;Total;2018S2;29933
Colombia;Total;2018S1;23369
Colombia;Total;2017S2;19010
Colombia;Total;2017S1;15096
Colombia;Total;2016S2;12559
Colombia;Total;2016S1;10035
Colombia;Total;2015S2;5406
Colombia;Total;2015S1;3961
Colombia;Total;2014S2;4456
Colombia;Total;2014S1;3995
Colombia;Total;2013S2;4722
Colombia;Total;2013S1;3966
Colombia;Total;2012S2;4958
Colombia;Total;2012S1;4997
Colombia;Total;2011S2;6668
Colombia;Total;2011S1;6493
Colombia;Total;2010S2;6739
Colombia;Total;2010S1;6925
Colombia;Total;2009S2;9426
Colombia;Total;2009S1;10983
Colombia;Total;2008S2;15518
Colombia;Total;2008S1;20522
Colombia;España;2022S1;110
Colombia;España;2021S2;49
Colombia;España;2021S1;19
Colombia;España;2020S2;22
Colombia;España;2020S1;62
Colombia;España;2019S2;70
Colombia;España;2019S1;78
Colombia;España;2018S2;64
Colombia;España;2018S1;69
Colombia;España;2017S2;62
Colombia;España;2017S1;57
Colombia;España;2016S2;69
Colombia;España;2016S1;71
Colombia;España;2015S2;41
Colombia;España;2015S1;50
Colombia;España;2014S2;45
Colombia;España;2014S1;60
Colombia;España;2013S2;65
Colombia;España;2013S1;55
Colombia;España;2012S2;48
Colombia;España;2012S1;49
Colombia;España;2011S2;43
Colombia;España;2011S1;42
Colombia;España;2010S2;49
Colombia;España;2010S1;47
Colombia;España;2009S2;63
Colombia;España;2009S1;50
Colombia;España;2008S2;57
Colombia;España;2008S1;85
Colombia;Extranjero;2022S1;76241
Colombia;Extranjero;2021S2;31865
Colombia;Extranjero;2021S1;7865
Colombia;Extranjero;2020S2;15957
Colombia;Extranjero;2020S1;35367
Colombia;Extranjero;2019S2;42198
Colombia;Extranjero;2019S1;34470
Colombia;Extranjero;2018S2;29869
Colombia;Extranjero;2018S1;23300
Colombia;Extranjero;2017S2;18948
Colombia;Extranjero;2017S1;15039
Colombia;Extranjero;2016S2;12490
Colombia;Extranjero;2016S1;9964
Colombia;Extranjero;2015S2;5365
Colombia;Extranjero;2015S1;3911
Colombia;Extranjero;2014S2;4411
Colombia;Extranjero;2014S1;3935
Colombia;Extranjero;2013S2;4657
Colombia;Extranjero;2013S1;3912
Colombia;Extranjero;2012S2;4910
Colombia;Extranjero;2012S1;4947
Colombia;Extranjero;2011S2;6625
Colombia;Extranjero;2011S1;6451
Colombia;Extranjero;2010S2;6690
Colombia;Extranjero;2010S1;6877
Colombia;Extranjero;2009S2;9363
Colombia;Extranjero;2009S1;10932
Colombia;Extranjero;2008S2;15460
Colombia;Extranjero;2008S1;20437
Chile;Total;2022S1;2942
Chile;Total;2021S2;2828
Chile;Total;2021S1;1360
Chile;Total;2020S2;1324
Chile;Total;2020S1;1386
Chile;Total;2019S2;2745
Chile;Total;2019S1;1633
Chile;Total;2018S2;2286
Chile;Total;2018S1;1508
Chile;Total;2017S2;1982
Chile;Total;2017S1;1430
Chile;Total;2016S2;1577
Chile;Total;2016S1;1127
Chile;Total;2015S2;1278
Chile;Total;2015S1;844
Chile;Total;2014S2;1082
Chile;Total;2014S1;803
Chile;Total;2013S2;917
Chile;Total;2013S1;731
Chile;Total;2012S2;1010
Chile;Total;2012S1;995
Chile;Total;2011S2;1488
Chile;Total;2011S1;1181
Chile;Total;2010S2;1412
Chile;Total;2010S1;1346
Chile;Total;2009S2;1489
Chile;Total;2009S1;1571
Chile;Total;2008S2;2242
Chile;Total;2008S1;2955
Chile;España;2022S1;12
Chile;España;2021S2;7
Chile;España;2021S1;6
Chile;España;2020S2;3
Chile;España;2020S1;9
Chile;España;2019S2;13
Chile;España;2019S1;5
Chile;España;2018S2;16
Chile;España;2018S1;7
Chile;España;2017S2;11
Chile;España;2017S1;17
Chile;España;2016S2;18
Chile;España;2016S1;22
Chile;España;2015S2;20
Chile;España;2015S1;24
Chile;España;2014S2;26
Chile;España;2014S1;22
Chile;España;2013S2;17
Chile;España;2013S1;21
Chile;España;2012S2;11
Chile;España;2012S1;14
Chile;España;2011S2;7
Chile;España;2011S1;11
Chile;España;2010S2;15
Chile;España;2010S1;5
Chile;España;2009S2;16
Chile;España;2009S1;9
Chile;España;2008S2;13
Chile;España;2008S1;13
Chile;Extranjero;2022S1;2930
Chile;Extranjero;2021S2;2821
Chile;Extranjero;2021S1;1354
Chile;Extranjero;2020S2;1321
Chile;Extranjero;2020S1;1377
Chile;Extranjero;2019S2;2732
Chile;Extranjero;2019S1;1628
Chile;Extranjero;2018S2;2270
Chile;Extranjero;2018S1;1501
Chile;Extranjero;2017S2;1971
Chile;Extranjero;2017S1;1413
Chile;Extranjero;2016S2;1560
Chile;Extranjero;2016S1;1105
Chile;Extranjero;2015S2;1257
Chile;Extranjero;2015S1;821
Chile;Extranjero;2014S2;1057
Chile;Extranjero;2014S1;781
Chile;Extranjero;2013S2;899
Chile;Extranjero;2013S1;710
Chile;Extranjero;2012S2;999
Chile;Extranjero;2012S1;982
Chile;Extranjero;2011S2;1481
Chile;Extranjero;2011S1;1170
Chile;Extranjero;2010S2;1397
Chile;Extranjero;2010S1;1341
Chile;Extranjero;2009S2;1473
Chile;Extranjero;2009S1;1562
Chile;Extranjero;2008S2;2229
Chile;Extranjero;2008S1;2942
Ecuador;Total;2022S1;6093
Ecuador;Total;2021S2;4544
Ecuador;Total;2021S1;2748
Ecuador;Total;2020S2;2589
Ecuador;Total;2020S1;3224
Ecuador;Total;2019S2;6400
Ecuador;Total;2019S1;4254
Ecuador;Total;2018S2;5387
Ecuador;Total;2018S1;3899
Ecuador;Total;2017S2;5350
Ecuador;Total;2017S1;3494
Ecuador;Total;2016S2;4041
Ecuador;Total;2016S1;2721
Ecuador;Total;2015S2;3145
Ecuador;Total;2015S1;2107
Ecuador;Total;2014S2;2742
Ecuador;Total;2014S1;2201
Ecuador;Total;2013S2;2670
Ecuador;Total;2013S1;2592
Ecuador;Total;2012S2;2753
Ecuador;Total;2012S1;2828
Ecuador;Total;2011S2;3528
Ecuador;Total;2011S1;2995
Ecuador;Total;2010S2;3195
Ecuador;Total;2010S1;3743
Ecuador;Total;2009S2;4893
Ecuador;Total;2009S1;8619
Ecuador;Total;2008S2;15165
Ecuador;Total;2008S1;17300
Ecuador;España;2022S1;48
Ecuador;España;2021S2;48
Ecuador;España;2021S1;37
Ecuador;España;2020S2;36
Ecuador;España;2020S1;30
Ecuador;España;2019S2;69
Ecuador;España;2019S1;64
Ecuador;España;2018S2;55
Ecuador;España;2018S1;54
Ecuador;España;2017S2;86
Ecuador;España;2017S1;72
Ecuador;España;2016S2;106
Ecuador;España;2016S1;102
Ecuador;España;2015S2;91
Ecuador;España;2015S1;113
Ecuador;España;2014S2;106
Ecuador;España;2014S1;147
Ecuador;España;2013S2;86
Ecuador;España;2013S1;84
Ecuador;España;2012S2;62
Ecuador;España;2012S1;73
Ecuador;España;2011S2;36
Ecuador;España;2011S1;42
Ecuador;España;2010S2;42
Ecuador;España;2010S1;56
Ecuador;España;2009S2;53
Ecuador;España;2009S1;62
Ecuador;España;2008S2;65
Ecuador;España;2008S1;70
Ecuador;Extranjero;2022S1;6045
Ecuador;Extranjero;2021S2;4496
Ecuador;Extranjero;2021S1;2711
Ecuador;Extranjero;2020S2;2553
Ecuador;Extranjero;2020S1;3194
Ecuador;Extranjero;2019S2;6331
Ecuador;Extranjero;2019S1;4190
Ecuador;Extranjero;2018S2;5332
Ecuador;Extranjero;2018S1;3845
Ecuador;Extranjero;2017S2;5264
Ecuador;Extranjero;2017S1;3422
Ecuador;Extranjero;2016S2;3935
Ecuador;Extranjero;2016S1;2619
Ecuador;Extranjero;2015S2;3054
Ecuador;Extranjero;2015S1;1993
Ecuador;Extranjero;2014S2;2637
Ecuador;Extranjero;2014S1;2053
Ecuador;Extranjero;2013S2;2584
Ecuador;Extranjero;2013S1;2508
Ecuador;Extranjero;2012S2;2691
Ecuador;Extranjero;2012S1;2755
Ecuador;Extranjero;2011S2;3492
Ecuador;Extranjero;2011S1;2953
Ecuador;Extranjero;2010S2;3154
Ecuador;Extranjero;2010S1;3688
Ecuador;Extranjero;2009S2;4840
Ecuador;Extranjero;2009S1;8556
Ecuador;Extranjero;2008S2;15100
Ecuador;Extranjero;2008S1;17229
Paraguay;Total;2022S1;8639
Paraguay;Total;2021S2;3211
Paraguay;Total;2021S1;1167
Paraguay;Total;2020S2;2292
Paraguay;Total;2020S1;4183
Paraguay;Total;2019S2;6128
Paraguay;Total;2019S1;5853
Paraguay;Total;2018S2;4792
Paraguay;Total;2018S1;4511
Paraguay;Total;2017S2;4127
Paraguay;Total;2017S1;4237
Paraguay;Total;2016S2;3638
Paraguay;Total;2016S1;3531
Paraguay;Total;2015S2;2270
Paraguay;Total;2015S1;2398
Paraguay;Total;2014S2;1981
Paraguay;Total;2014S1;2257
Paraguay;Total;2013S2;1874
Paraguay;Total;2013S1;1888
Paraguay;Total;2012S2;1773
Paraguay;Total;2012S1;3024
Paraguay;Total;2011S2;3644
Paraguay;Total;2011S1;4580
Paraguay;Total;2010S2;4014
Paraguay;Total;2010S1;5357
Paraguay;Total;2009S2;4915
Paraguay;Total;2009S1;5850
Paraguay;Total;2008S2;6738
Paraguay;Total;2008S1;10668
Paraguay;España;2022S1;6
Paraguay;España;2021S2;10
Paraguay;España;2021S1;1
Paraguay;España;2020S2;1
Paraguay;España;2020S1;5
Paraguay;España;2019S2;7
Paraguay;España;2019S1;8
Paraguay;España;2018S2;7
Paraguay;España;2018S1;9
Paraguay;España;2017S2;10
Paraguay;España;2017S1;14
Paraguay;España;2016S2;18
Paraguay;España;2016S1;20
Paraguay;España;2015S2;12
Paraguay;España;2015S1;12
Paraguay;España;2014S2;14
Paraguay;España;2014S1;13
Paraguay;España;2013S2;21
Paraguay;España;2013S1;14
Paraguay;España;2012S2;13
Paraguay;España;2012S1;19
Paraguay;España;2011S2;11
Paraguay;España;2011S1;16
Paraguay;España;2010S2;12
Paraguay;España;2010S1;22
Paraguay;España;2009S2;11
Paraguay;España;2009S1;15
Paraguay;España;2008S2;21
Paraguay;España;2008S1;26
Paraguay;Extranjero;2022S1;8633
Paraguay;Extranjero;2021S2;3201
Paraguay;Extranjero;2021S1;1166
Paraguay;Extranjero;2020S2;2291
Paraguay;Extranjero;2020S1;4178
Paraguay;Extranjero;2019S2;6121
Paraguay;Extranjero;2019S1;5845
Paraguay;Extranjero;2018S2;4785
Paraguay;Extranjero;2018S1;4502
Paraguay;Extranjero;2017S2;4117
Paraguay;Extranjero;2017S1;4223
Paraguay;Extranjero;2016S2;3620
Paraguay;Extranjero;2016S1;3511
Paraguay;Extranjero;2015S2;2258
Paraguay;Extranjero;2015S1;2386
Paraguay;Extranjero;2014S2;1967
Paraguay;Extranjero;2014S1;2244
Paraguay;Extranjero;2013S2;1853
Paraguay;Extranjero;2013S1;1874
Paraguay;Extranjero;2012S2;1761
Paraguay;Extranjero;2012S1;3005
Paraguay;Extranjero;2011S2;3633
Paraguay;Extranjero;2011S1;4563
Paraguay;Extranjero;2010S2;4002
Paraguay;Extranjero;2010S1;5335
Paraguay;Extranjero;2009S2;4904
Paraguay;Extranjero;2009S1;5835
Paraguay;Extranjero;2008S2;6717
Paraguay;Extranjero;2008S1;10642
Perú;Total;2022S1;30678
Perú;Total;2021S2;12669
Perú;Total;2021S1;3391
Perú;Total;2020S2;5343
Perú;Total;2020S1;12774
Perú;Total;2019S2;15710
Perú;Total;2019S1;12869
Perú;Total;2018S2;10308
Perú;Total;2018S1;9031
Perú;Total;2017S2;8034
Perú;Total;2017S1;5841
Perú;Total;2016S2;4723
Perú;Total;2016S1;3231
Perú;Total;2015S2;2842
Perú;Total;2015S1;2413
Perú;Total;2014S2;2491
Perú;Total;2014S1;2184
Perú;Total;2013S2;2560
Perú;Total;2013S1;2284
Perú;Total;2012S2;2442
Perú;Total;2012S1;3152
Perú;Total;2011S2;3799
Perú;Total;2011S1;3861
Perú;Total;2010S2;3467
Perú;Total;2010S1;4554
Perú;Total;2009S2;5039
Perú;Total;2009S1;8625
Perú;Total;2008S2;14674
Perú;Total;2008S1;12849
Perú;España;2022S1;30
Perú;España;2021S2;22
Perú;España;2021S1;9
Perú;España;2020S2;9
Perú;España;2020S1;13
Perú;España;2019S2;24
Perú;España;2019S1;11
Perú;España;2018S2;23
Perú;España;2018S1;15
Perú;España;2017S2;16
Perú;España;2017S1;12
Perú;España;2016S2;27
Perú;España;2016S1;25
Perú;España;2015S2;25
Perú;España;2015S1;30
Perú;España;2014S2;27
Perú;España;2014S1;39
Perú;España;2013S2;32
Perú;España;2013S1;18
Perú;España;2012S2;10
Perú;España;2012S1;19
Perú;España;2011S2;14
Perú;España;2011S1;14
Perú;España;2010S2;12
Perú;España;2010S1;16
Perú;España;2009S2;16
Perú;España;2009S1;25
Perú;España;2008S2;15
Perú;España;2008S1;16
Perú;Extranjero;2022S1;30648
Perú;Extranjero;2021S2;12647
Perú;Extranjero;2021S1;3382
Perú;Extranjero;2020S2;5334
Perú;Extranjero;2020S1;12761
Perú;Extranjero;2019S2;15686
Perú;Extranjero;2019S1;12858
Perú;Extranjero;2018S2;10285
Perú;Extranjero;2018S1;9016
Perú;Extranjero;2017S2;8018
Perú;Extranjero;2017S1;5829
Perú;Extranjero;2016S2;4696
Perú;Extranjero;2016S1;3206
Perú;Extranjero;2015S2;2817
Perú;Extranjero;2015S1;2383
Perú;Extranjero;2014S2;2464
Perú;Extranjero;2014S1;2144
Perú;Extranjero;2013S2;2528
Perú;Extranjero;2013S1;2266
Perú;Extranjero;2012S2;2432
Perú;Extranjero;2012S1;3133
Perú;Extranjero;2011S2;3785
Perú;Extranjero;2011S1;3846
Perú;Extranjero;2010S2;3455
Perú;Extranjero;2010S1;4538
Perú;Extranjero;2009S2;5023
Perú;Extranjero;2009S1;8600
Perú;Extranjero;2008S2;14659
Perú;Extranjero;2008S1;12833
Uruguay;Total;2022S1;1625
Uruguay;Total;2021S2;1301
Uruguay;Total;2021S1;614
Uruguay;Total;2020S2;1029
Uruguay;Total;2020S1;1207
Uruguay;Total;2019S2;2000
Uruguay;Total;2019S1;1827
Uruguay;Total;2018S2;1612
Uruguay;Total;2018S1;1264
Uruguay;Total;2017S2;1290
Uruguay;Total;2017S1;1152
Uruguay;Total;2016S2;938
Uruguay;Total;2016S1;913
Uruguay;Total;2015S2;699
Uruguay;Total;2015S1;547
Uruguay;Total;2014S2;502
Uruguay;Total;2014S1;525
Uruguay;Total;2013S2;453
Uruguay;Total;2013S1;465
Uruguay;Total;2012S2;468
Uruguay;Total;2012S1;523
Uruguay;Total;2011S2;619
Uruguay;Total;2011S1;705
Uruguay;Total;2010S2;712
Uruguay;Total;2010S1;754
Uruguay;Total;2009S2;739
Uruguay;Total;2009S1;930
Uruguay;Total;2008S2;1527
Uruguay;Total;2008S1;2804
Uruguay;España;2022S1;7
Uruguay;España;2021S2;1
Uruguay;España;2021S1;0
Uruguay;España;2020S2;1
Uruguay;España;2020S1;6
Uruguay;España;2019S2;7
Uruguay;España;2019S1;3
Uruguay;España;2018S2;11
Uruguay;España;2018S1;10
Uruguay;España;2017S2;9
Uruguay;España;2017S1;12
Uruguay;España;2016S2;20
Uruguay;España;2016S1;20
Uruguay;España;2015S2;11
Uruguay;España;2015S1;10
Uruguay;España;2014S2;10
Uruguay;España;2014S1;21
Uruguay;España;2013S2;15
Uruguay;España;2013S1;14
Uruguay;España;2012S2;7
Uruguay;España;2012S1;6
Uruguay;España;2011S2;5
Uruguay;España;2011S1;6
Uruguay;España;2010S2;4
Uruguay;España;2010S1;6
Uruguay;España;2009S2;6
Uruguay;España;2009S1;""
Uruguay;España;2008S2;6
Uruguay;España;2008S1;9
Uruguay;Extranjero;2022S1;1618
Uruguay;Extranjero;2021S2;1300
Uruguay;Extranjero;2021S1;614
Uruguay;Extranjero;2020S2;1028
Uruguay;Extranjero;2020S1;1201
Uruguay;Extranjero;2019S2;1993
Uruguay;Extranjero;2019S1;1824
Uruguay;Extranjero;2018S2;1601
Uruguay;Extranjero;2018S1;1254
Uruguay;Extranjero;2017S2;1281
Uruguay;Extranjero;2017S1;1140
Uruguay;Extranjero;2016S2;918
Uruguay;Extranjero;2016S1;893
Uruguay;Extranjero;2015S2;688
Uruguay;Extranjero;2015S1;537
Uruguay;Extranjero;2014S2;492
Uruguay;Extranjero;2014S1;503
Uruguay;Extranjero;2013S2;438
Uruguay;Extranjero;2013S1;450
Uruguay;Extranjero;2012S2;461
Uruguay;Extranjero;2012S1;517
Uruguay;Extranjero;2011S2;614
Uruguay;Extranjero;2011S1;699
Uruguay;Extranjero;2010S2;708
Uruguay;Extranjero;2010S1;748
Uruguay;Extranjero;2009S2;733
Uruguay;Extranjero;2009S1;930
Uruguay;Extranjero;2008S2;1521
Uruguay;Extranjero;2008S1;2795
Venezuela;Total;2022S1;40824
Venezuela;Total;2021S2;19126
Venezuela;Total;2021S1;4645
Venezuela;Total;2020S2;9059
Venezuela;Total;2020S1;20608
Venezuela;Total;2019S2;31549
Venezuela;Total;2019S1;26505
Venezuela;Total;2018S2;26159
Venezuela;Total;2018S1;20988
Venezuela;Total;2017S2;19228
Venezuela;Total;2017S1;12370
Venezuela;Total;2016S2;11903
Venezuela;Total;2016S1;6604
Venezuela;Total;2015S2;6360
Venezuela;Total;2015S1;4169
Venezuela;Total;2014S2;4475
Venezuela;Total;2014S1;2724
Venezuela;Total;2013S2;2759
Venezuela;Total;2013S1;1932
Venezuela;Total;2012S2;2301
Venezuela;Total;2012S1;2308
Venezuela;Total;2011S2;3766
Venezuela;Total;2011S1;3000
Venezuela;Total;2010S2;3751
Venezuela;Total;2010S1;2709
Venezuela;Total;2009S2;3070
Venezuela;Total;2009S1;2666
Venezuela;Total;2008S2;3946
Venezuela;Total;2008S1;4747
Venezuela;España;2022S1;37
Venezuela;España;2021S2;32
Venezuela;España;2021S1;12
Venezuela;España;2020S2;22
Venezuela;España;2020S1;32
Venezuela;España;2019S2;64
Venezuela;España;2019S1;62
Venezuela;España;2018S2;63
Venezuela;España;2018S1;60
Venezuela;España;2017S2;65
Venezuela;España;2017S1;49
Venezuela;España;2016S2;77
Venezuela;España;2016S1;65
Venezuela;España;2015S2;63
Venezuela;España;2015S1;48
Venezuela;España;2014S2;42
Venezuela;España;2014S1;49
Venezuela;España;2013S2;55
Venezuela;España;2013S1;26
Venezuela;España;2012S2;27
Venezuela;España;2012S1;24
Venezuela;España;2011S2;25
Venezuela;España;2011S1;26
Venezuela;España;2010S2;36
Venezuela;España;2010S1;23
Venezuela;España;2009S2;26
Venezuela;España;2009S1;23
Venezuela;España;2008S2;31
Venezuela;España;2008S1;41
Venezuela;Extranjero;2022S1;40787
Venezuela;Extranjero;2021S2;19094
Venezuela;Extranjero;2021S1;4633
Venezuela;Extranjero;2020S2;9037
Venezuela;Extranjero;2020S1;20576
Venezuela;Extranjero;2019S2;31485
Venezuela;Extranjero;2019S1;26443
Venezuela;Extranjero;2018S2;26096
Venezuela;Extranjero;2018S1;20928
Venezuela;Extranjero;2017S2;19163
Venezuela;Extranjero;2017S1;12321
Venezuela;Extranjero;2016S2;11826
Venezuela;Extranjero;2016S1;6539
Venezuela;Extranjero;2015S2;6298
Venezuela;Extranjero;2015S1;4121
Venezuela;Extranjero;2014S2;4434
Venezuela;Extranjero;2014S1;2675
Venezuela;Extranjero;2013S2;2704
Venezuela;Extranjero;2013S1;1906
Venezuela;Extranjero;2012S2;2275
Venezuela;Extranjero;2012S1;2284
Venezuela;Extranjero;2011S2;3741
Venezuela;Extranjero;2011S1;2974
Venezuela;Extranjero;2010S2;3715
Venezuela;Extranjero;2010S1;2686
Venezuela;Extranjero;2009S2;3044
Venezuela;Extranjero;2009S1;2643
Venezuela;Extranjero;2008S2;3915
Venezuela;Extranjero;2008S1;4706
Otro país de Sudamérica;Total;2022S1;5
Otro país de Sudamérica;Total;2021S2;7
Otro país de Sudamérica;Total;2021S1;3
Otro país de Sudamérica;Total;2020S2;2
Otro país de Sudamérica;Total;2020S1;9
Otro país de Sudamérica;Total;2019S2;7
